EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
12-102;112102;;;13;Metropolitana de Santiago;12;Servicio de Salud Metropolitano Oriente;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Niños Dr. Luis Calvo Mackenna;Autogestionado en Red (EAR);Servicio de Salud;Terciario;13123;Providencia;Avenida;360;Antonio Varas;225755800;;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.430592;-70.615846;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
10-908;200126;10-325;110325;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Garín;No Aplica;Municipal;Primario;13126;Quinta Normal;Calle;5612;Janequeo;226669205;;SI;Urgencia Ambulatoria (SAPU);Largo;-33.430472;-70.714164;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
10-756;110756;10-350;110350;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar Mar Caribe;No Aplica;Municipal;Primario;13124;Pudahuel;Calle;1241;Mar Caribe;226402554;;NO;No Aplica;No Aplica;-33.43044;-70.74109;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
10-325;110325;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Garín;Centro de Salud Familiar;Municipal;Primario;13126;Quinta Normal;Calle;5612;Janequeo;226669206;;NO;No Aplica;No Aplica;-33.43042;-70.71435;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-267;112267;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;13123;Providencia;Avenida;2394;Eliodoro Yáñez;224392811;01-01-2009;NO;No Aplica;No Aplica;-33.429817;-70.603116;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
09-030;109030;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Otro;Unidad de Atención;Unidad de Salud Funcionario  SS Metropolitano Norte;No Aplica;Servicio de Salud;Secundario;13108;Independencia;Calle;272;Maruri;;29-01-2021;NO;No Aplica;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
09-010;109010;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Otro;Unidad de Atención;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Norte);No Aplica;Servicio de Salud;No Aplica;13108;Independencia;Calle;272;Maruri;;;NO;No Aplica;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
09-011;109011;09-010;109010;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Programa de Reparación y Atención Integral de Salud (PRAIS);Programa de Atención;PRAIS (SS Metropolitano Norte);No Aplica;Servicio de Salud;No Aplica;13108;Independencia;Calle;272;Maruri;;;NO;No Aplica;No Aplica;-33.429013;-70.655438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
10-353;110353;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Centro de Salud Familiar;Municipal;Primario;13124;Pudahuel;Avenida;1382;El Tranque;800500409;;NO;No Aplica;No Aplica;-33.429;-70.77092;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
09-012;109012;09-010;109010;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;Clínica Dental Móvil Simple. Pat. PW4082 (TilTil);No Aplica;Servicio de Salud;Primario;13303;Tiltil;Calle;272;Maruri;;;NO;No Aplica;No Aplica;-33.42896;-70.655492;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-994;112994;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Barnafi Krause Diagnóstica;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;1195;Andrés Bello;226633400;01-01-2009;NO;No Aplica;No Aplica;-33.428491;-70.622587;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;;
12-945;200654;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio Clínica El Bosque;No Aplica;Privado;Primario;13123;Providencia;Avenida;2820;Eliodoro Yáñez;963411100;16-08-2019;NO;No Aplica;No Aplica;-33.42821;-70.619211;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-246;112246;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Europa;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;483;Pedro de Valdivia;222741532;01-01-2009;NO;No Aplica;No Aplica;-33.42785;-70.61109;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
10-273;110273;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Salud Mutual CChC Pudahuel;No Aplica;Privado;Secundario;13124;Pudahuel;Calle;1309;Américo Vespucio;227879780;01-01-2009;NO;No Aplica;No Aplica;-33.427641;-70.780219;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
09-201;109201;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Dávila;No Aplica;Privado;Terciario;13127;Recoleta;Avenida;464;Recoleta;227308151;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.427257;-70.648544;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
12-974;200896;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Diagnóstico por imagen San Vicente de Paul;No Aplica;Privado;Primario;13123;Providencia;Calle;249;Almirante Pastene;22943 3900;;NO;No Aplica;No Aplica;-33.426534;-70.59547;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-955;112955;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Dirección Previsional de Carabineros de Chile;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;13123;Providencia;Calle;171;Santa Beatriz;224955784;01-01-2009;NO;No Aplica;No Aplica;-33.4262;-70.61847;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-282;112282;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico y Dental Antonio Varas del Banco del Estado de Chile;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;1722;Providencia;222351440;01-01-2009;NO;No Aplica;No Aplica;-33.426086;-70.615578;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
12-943;200637;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio RENVAC;No Aplica;Privado;Primario;13123;Providencia;Avenida;1860;Nueva Providencia, Oficina 52;229447478;18-04-2019;NO;No Aplica;No Aplica;-33.425381;-70.614023;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
;200937;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;SanaSalud Pedro de Valdivia;No Aplica;Privado;Primario;13123;Providencia;Avenida;195;Pedro de Valdivia;6000061000;02-08-2018;NO;No Aplica;No Aplica;-33.425363;-70.613927;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
12-276;112276;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;CLINICA ESTETICA LIFECHOICE SPA;No Aplica;Privado;No Aplica;13123;Providencia;Calle;1551;Pérez Valenzuela;222358146;01-01-2009;NO;No Aplica;No Aplica;-33.42517;-70.61953;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
12-221;112221;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico y Dental Redsalud Pedro de Valdivia;No Aplica;Privado;No Aplica;13123;Providencia;Calle;1920;Nueva Providencia;224317200;01-01-2009;NO;No Aplica;No Aplica;-33.425073;-70.613175;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;01-09-2023;
12-915;200322;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental Providencia;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;2229;Coyancura, Local 6 y 7;6007071010;01-02-2011;NO;No Aplica;No Aplica;-33.423453;-70.608173;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
12-500;112500;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Integramédica Barcelona;No Aplica;Privado;Secundario;13123;Providencia;Calle;2116;Barcelona;226796000;01-01-2009;NO;No Aplica;No Aplica;-33.42464;-70.610459;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
12-912;200314;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio RENVAC;No Aplica;Privado;Primario;13123;Providencia;Calle;141;La Concepción;229447441;09-12-2015;NO;No Aplica;No Aplica;-33.424266;-70.615773;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-997;200193;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica WLK;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;485;Los Leones;223628300;20-01-2015;NO;No Aplica;No Aplica;-33.42421;-70.60457;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
09-301;109301;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Recoleta;Centro de Salud Familiar;Municipal;Primario;13127;Recoleta;Avenida;740;Recoleta;225751600;;NO;No Aplica;No Aplica;-33.42392;-70.64577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
14-903;200321;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental Puente Alto;No Aplica;Privado;No Aplica;13201;Puente Alto;Avenida;625;Concha y Toro, Local 4 y 12 al 15;6007071010;19-02-2015;NO;No Aplica;No Aplica;-33.605695;-70.576329;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
14-910;200574;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental Puente Alto 2;No Aplica;Privado;No Aplica;13201;Puente Alto;Avenida;3955;Concha y Toro, Local 13 Piso 2;6007071010;05-10-2018;NO;No Aplica;No Aplica;-33.568939;-70.58297;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
;201219;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontologico Uno Salud Dental Puente Alto 3;No Aplica;Privado;Secundario;13201;Puente Alto;Avenida;95;Concha y Toro;227638962;04-04-2022;NO;No Aplica;No Aplica;-33.611124;-70.575411;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;08-06-2022;
12-944;200638;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio Internacional Immunitas SpA;No Aplica;Privado;Primario;13123;Providencia;Avenida;2155;Nueva Providencia, Oficina 509-C;982004601;06-06-2019;NO;No Aplica;No Aplica;-33.423268;-70.609892;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-266;112266;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico y Dental MegaSalud Padre Hurtado;No Aplica;Privado;No Aplica;13114;Las Condes;Avenida;1621;Padre;229799000;01-01-2009;NO;No Aplica;No Aplica;-33.423045;-70.538864;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
10-910;200128;10-320;110320;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Lo Franco;No Aplica;Municipal;Primario;13126;Quinta Normal;Calle;4459;Carrascal;226669062;;SI;Urgencia Ambulatoria (SAPU);Corto;-33.42256;-70.69483;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
10-320;110320;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Lo Franco;Centro de Salud Familiar;Municipal;Primario;13126;Quinta Normal;Calle;2655;Embajador Gomez;224051303;29-05-2023;NO;No Aplica;No Aplica;-33.42251;-70.6948;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;31-08-2023;
09-102;109102;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago, Recoleta);Autogestionado en Red (EAR);Servicio de Salud;Terciario;13127;Recoleta;Avenida;841;La Paz;225758850;;NO;Hospitalaria Especializada;No Aplica;-33.422402;-70.650537;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
12-204;112204;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Nueva Clínica Cordillera;No Aplica;Privado;Terciario;13114;Las Condes;Avenida;7885;Alexander Fleming;228347500;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-33.42206;-70.52727;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
06-404;106404;;;05;Valparaíso;06;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Los Maitenes;No Aplica;Municipal;Primario;05102;Casablanca;Calle;;Caserío Los Maitenes;;;NO;No Aplica;No Aplica;-33.42165;-71.39167;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
12-964;200842;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Oftalmológica Providencia;No Aplica;Privado;No Aplica;13123;Providencia;Avenida;2167;Andres Bello;225995700;;NO;No Aplica;No Aplica;-33.421029;-70.612059;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
12-525;112525;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Vida Integra Providencia;No Aplica;Privado;Secundario;13123;Providencia;Avenida;2350;11 de Septiembre;224107400;01-01-2009;NO;No Aplica;No Aplica;-33.420859;-70.607217;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;;
24-975;200297;;;10;Los Lagos;10;SEREMI de Salud de Los Lagos;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental Puerto Montt;No Aplica;Privado;No Aplica;10101;Puerto Montt;Calle;10;Illapel, Local 1-10;;04-06-2014;NO;No Aplica;No Aplica;-41.472155;-72.936403;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;;
